Trade #,Type,Signal,Date/Time,Price THB,Contracts,Profit THB,Profit %,Cum. Profit THB,Cum. Profit %,Run-up THB,Run-up %,Drawdown THB,Drawdown %
167,Entry Short,MacdSE,2023-06-28 16:45,897.0,1,-1480.00,-0.82,9180.00,-0.15,1780.00,0.99,1600.00,0.89
166,Exit Short,MacdLE,2023-06-26 15:45,911.1,1,-540.00,-0.30,10660.00,-0.05,380.00,0.21,1020.00,0.56
166,Entry Short,MacdSE,2023-06-26 13:45,908.4,1,-540.00,-0.30,10660.00,-0.05,380.00,0.21,1020.00,0.56
165,Exit Short,MacdLE,2023-06-23 14:45,915.4,1,5980.00,3.16,11200.00,0.59,7160.00,3.79,1640.00,0.87
165,Entry Short,MacdSE,2023-06-14 09:45,945.3,1,5980.00,3.16,11200.00,0.59,7160.00,3.79,1640.00,0.87
164,Exit Short,MacdLE,2023-06-13 14:45,947.4,1,-1720.00,-0.92,5220.00,-0.17,280.00,0.15,1780.00,0.95
164,Entry Short,MacdSE,2023-06-12 11:45,938.8,1,-1720.00,-0.92,5220.00,-0.17,280.00,0.15,1780.00,0.95
163,Exit Short,MacdLE,2023-06-07 15:45,923.8,1,-1120.00,-0.61,6940.00,-0.11,80.00,0.04,1360.00,0.74
163,Entry Short,MacdSE,2023-06-07 10:45,918.2,1,-1120.00,-0.61,6940.00,-0.11,80.00,0.04,1360.00,0.74
162,Exit Short,MacdLE,2023-06-02 10:45,921.9,1,160.00,0.09,8060.00,0.02,2140.00,1.16,560.00,0.30
162,Entry Short,MacdSE,2023-05-30 14:45,922.7,1,160.00,0.09,8060.00,0.02,2140.00,1.16,560.00,0.30
161,Exit Short,MacdLE,2023-05-29 11:45,928.0,1,-1200.00,-0.65,7900.00,-0.12,560.00,0.30,1360.00,0.74
161,Entry Short,MacdSE,2023-05-26 10:45,922.0,1,-1200.00,-0.65,7900.00,-0.12,560.00,0.30,1360.00,0.74
160,Exit Short,MacdLE,2023-05-25 15:45,929.2,1,-980.00,-0.53,9100.00,-0.10,340.00,0.18,1060.00,0.57
160,Entry Short,MacdSE,2023-05-25 11:45,924.3,1,-980.00,-0.53,9100.00,-0.10,340.00,0.18,1060.00,0.57
159,Exit Short,MacdLE,2023-05-22 15:45,919.5,1,400.00,0.22,10080.00,0.04,3820.00,2.07,600.00,0.33
159,Entry Short,MacdSE,2023-05-19 13:45,921.5,1,400.00,0.22,10080.00,0.04,3820.00,2.07,600.00,0.33
158,Exit Short,MacdLE,2023-05-18 11:45,931.6,1,3340.00,1.76,9680.00,0.33,6460.00,3.41,1940.00,1.02
158,Entry Short,MacdSE,2023-05-10 14:45,948.3,1,3340.00,1.76,9680.00,0.33,6460.00,3.41,1940.00,1.02
157,Exit Short,MacdLE,2023-05-03 14:45,923.1,1,-2120.00,-1.16,6340.00,-0.21,20.00,0.01,2320.00,1.27
157,Entry Short,MacdSE,2023-05-03 11:45,912.5,1,-2120.00,-1.16,6340.00,-0.21,20.00,0.01,2320.00,1.27
156,Exit Short,MacdLE,2023-05-02 10:45,923.8,1,-1400.00,-0.76,8460.00,-0.14,40.00,0.02,1920.00,1.05
156,Entry Short,MacdSE,2023-04-28 15:45,916.8,1,-1400.00,-0.76,8460.00,-0.14,40.00,0.02,1920.00,1.05
155,Exit Short,MacdLE,2023-04-28 10:45,926.9,1,-640.00,-0.35,9860.00,-0.06,260.00,0.14,1240.00,0.67
155,Entry Short,MacdSE,2023-04-27 13:45,923.7,1,-640.00,-0.35,9860.00,-0.06,260.00,0.14,1240.00,0.67
154,Exit Short,MacdLE,2023-04-26 11:45,930.5,1,-540.00,-0.29,10500.00,-0.05,40.00,0.02,700.00,0.38
154,Entry Short,MacdSE,2023-04-26 10:45,927.8,1,-540.00,-0.29,10500.00,-0.05,40.00,0.02,700.00,0.38
153,Exit Short,MacdLE,2023-04-26 09:45,929.1,1,-60.00,-0.03,11040.00,-0.01,40.00,0.02,400.00,0.22
153,Entry Short,MacdSE,2023-04-25 14:45,928.8,1,-60.00,-0.03,11040.00,-0.01,40.00,0.02,400.00,0.22
152,Exit Short,MacdLE,2023-04-24 14:45,935.7,1,4620.00,2.41,11100.00,0.46,5580.00,2.91,500.00,0.26
152,Entry Short,MacdSE,2023-04-18 10:45,958.8,1,4620.00,2.41,11100.00,0.46,5580.00,2.91,500.00,0.26
151,Exit Short,MacdLE,2023-04-17 09:45,960.4,1,-1600.00,-0.84,6480.00,-0.16,360.00,0.19,2040.00,1.07
151,Entry Short,MacdSE,2023-04-12 10:45,952.4,1,-1600.00,-0.84,6480.00,-0.16,360.00,0.19,2040.00,1.07
150,Exit Short,MacdLE,2023-04-10 09:45,947.5,1,3320.00,1.72,8080.00,0.33,4200.00,2.18,1700.00,0.88
150,Entry Short,MacdSE,2023-03-30 10:45,964.1,1,3320.00,1.72,8080.00,0.33,4200.00,2.18,1700.00,0.88
149,Exit Short,MacdLE,2023-03-28 11:45,966.6,1,-1040.00,-0.54,4760.00,-0.10,1180.00,0.61,1420.00,0.74
149,Entry Short,MacdSE,2023-03-24 13:45,961.4,1,-1040.00,-0.54,4760.00,-0.10,1180.00,0.61,1420.00,0.74
148,Exit Short,MacdLE,2023-03-21 10:45,939.0,1,-2260.00,-1.22,5800.00,-0.22,60.00,0.03,2780.00,1.50
148,Entry Short,MacdSE,2023-03-20 15:45,927.7,1,-2260.00,-1.22,5800.00,-0.22,60.00,0.03,2780.00,1.50
147,Exit Short,MacdLE,2023-03-15 13:45,931.2,1,4460.00,2.34,8060.00,0.44,10660.00,5.59,300.00,0.16
147,Entry Short,MacdSE,2023-03-10 10:45,953.5,1,4460.00,2.34,8060.00,0.44,10660.00,5.59,300.00,0.16
146,Exit Short,MacdLE,2023-03-09 09:45,956.6,1,-480.00,-0.25,3600.00,-0.05,80.00,0.04,1220.00,0.64
146,Entry Short,MacdSE,2023-03-08 11:45,954.2,1,-480.00,-0.25,3600.00,-0.05,80.00,0.04,1220.00,0.64
145,Exit Short,MacdLE,2023-03-07 10:45,966.6,1,-1820.00,-0.95,4080.00,-0.18,280.00,0.15,1820.00,0.95
145,Entry Short,MacdSE,2023-03-03 11:45,957.5,1,-1820.00,-0.95,4080.00,-0.18,280.00,0.15,1820.00,0.95
144,Exit Short,MacdLE,2023-02-28 16:45,965.0,1,-380.00,-0.20,5900.00,-0.04,300.00,0.16,700.00,0.36
144,Entry Short,MacdSE,2023-02-28 11:45,963.1,1,-380.00,-0.20,5900.00,-0.04,300.00,0.16,700.00,0.36
143,Exit Short,MacdLE,2023-02-28 10:45,969.6,1,3560.00,1.80,6280.00,0.36,4420.00,2.24,200.00,0.10
143,Entry Short,MacdSE,2023-02-22 15:45,987.4,1,3560.00,1.80,6280.00,0.36,4420.00,2.24,200.00,0.10
142,Exit Short,MacdLE,2023-02-21 15:45,992.7,1,-1140.00,-0.58,2720.00,-0.11,200.00,0.10,1140.00,0.58
142,Entry Short,MacdSE,2023-02-21 10:45,987.0,1,-1140.00,-0.58,2720.00,-0.11,200.00,0.10,1140.00,0.58
141,Exit Short,MacdLE,2023-02-21 09:45,989.0,1,-140.00,-0.07,3860.00,-0.01,0,0.00,240.00,0.12
141,Entry Short,MacdSE,2023-02-20 16:45,988.3,1,-140.00,-0.07,3860.00,-0.01,0,0.00,240.00,0.12
140,Exit Short,MacdLE,2023-02-20 10:45,989.2,1,-820.00,-0.42,4000.00,-0.08,20.00,0.01,980.00,0.50
140,Entry Short,MacdSE,2023-02-17 15:45,985.1,1,-820.00,-0.42,4000.00,-0.08,20.00,0.01,980.00,0.50
139,Exit Short,MacdLE,2023-02-15 16:45,984.0,1,-340.00,-0.17,4820.00,-0.03,20.00,0.01,380.00,0.19
139,Entry Short,MacdSE,2023-02-15 15:45,982.3,1,-340.00,-0.17,4820.00,-0.03,20.00,0.01,380.00,0.19
138,Exit Short,MacdLE,2023-02-13 09:45,979.5,1,3140.00,1.58,5160.00,0.31,3140.00,1.58,760.00,0.38
138,Entry Short,MacdSE,2023-02-06 13:45,995.2,1,3140.00,1.58,5160.00,0.31,3140.00,1.58,760.00,0.38
137,Exit Short,MacdLE,2023-02-01 13:45,995.7,1,-60.00,-0.03,2020.00,-0.01,1060.00,0.53,300.00,0.15
137,Entry Short,MacdSE,2023-01-31 11:45,995.4,1,-60.00,-0.03,2020.00,-0.01,1060.00,0.53,300.00,0.15
136,Exit Short,MacdLE,2023-01-27 14:45,998.1,1,1040.00,0.52,2080.00,0.10,1980.00,0.99,340.00,0.17
136,Entry Short,MacdSE,2023-01-25 13:45,1003.3,1,1040.00,0.52,2080.00,0.10,1980.00,0.99,340.00,0.17
135,Exit Short,MacdLE,2023-01-25 11:45,1004.3,1,-340.00,-0.17,1040.00,-0.03,80.00,0.04,380.00,0.19
135,Entry Short,MacdSE,2023-01-25 10:45,1002.6,1,-340.00,-0.17,1040.00,-0.03,80.00,0.04,380.00,0.19
134,Exit Short,MacdLE,2023-01-23 14:45,1002.7,1,-720.00,-0.36,1380.00,-0.07,140.00,0.07,840.00,0.42
134,Entry Short,MacdSE,2023-01-20 11:45,999.1,1,-720.00,-0.36,1380.00,-0.07,140.00,0.07,840.00,0.42
133,Exit Short,MacdLE,2023-01-18 14:45,1004.3,1,-80.00,-0.04,2100.00,-0.01,640.00,0.32,420.00,0.21
133,Entry Short,MacdSE,2023-01-16 16:45,1003.9,1,-80.00,-0.04,2100.00,-0.01,640.00,0.32,420.00,0.21
132,Exit Short,MacdLE,2023-01-16 13:45,1007.5,1,1000.00,0.49,2180.00,0.10,2860.00,1.41,740.00,0.37
132,Entry Short,MacdSE,2023-01-10 16:45,1012.5,1,1000.00,0.49,2180.00,0.10,2860.00,1.41,740.00,0.37
131,Exit Short,MacdLE,2023-01-09 10:45,1014.0,1,-1400.00,-0.70,1180.00,-0.14,1760.00,0.87,1560.00,0.77
131,Entry Short,MacdSE,2023-01-03 09:45,1007.0,1,-1400.00,-0.70,1180.00,-0.14,1760.00,0.87,1560.00,0.77
130,Exit Short,MacdLE,2022-12-30 10:45,1009.1,1,-2500.00,-1.25,2580.00,-0.25,0,0.00,2660.00,1.33
130,Entry Short,MacdSE,2022-12-29 10:45,996.6,1,-2500.00,-1.25,2580.00,-0.25,0,0.00,2660.00,1.33
129,Exit Short,MacdLE,2022-12-22 09:45,977.0,1,-200.00,-0.10,5080.00,-0.02,960.00,0.49,340.00,0.17
129,Entry Short,MacdSE,2022-12-20 10:45,976.0,1,-200.00,-0.10,5080.00,-0.02,960.00,0.49,340.00,0.17
128,Exit Short,MacdLE,2022-12-19 09:45,982.3,1,-760.00,-0.39,5280.00,-0.08,800.00,0.41,760.00,0.39
128,Entry Short,MacdSE,2022-12-15 11:45,978.5,1,-760.00,-0.39,5280.00,-0.08,800.00,0.41,760.00,0.39
127,Exit Short,MacdLE,2022-12-09 11:45,980.5,1,1920.00,0.97,6040.00,0.19,2920.00,1.47,140.00,0.07
127,Entry Short,MacdSE,2022-12-02 10:45,990.1,1,1920.00,0.97,6040.00,0.19,2920.00,1.47,140.00,0.07
126,Exit Short,MacdLE,2022-11-29 10:45,987.3,1,100.00,0.05,4120.00,0.01,2140.00,1.08,80.00,0.04
126,Entry Short,MacdSE,2022-11-25 09:45,987.8,1,100.00,0.05,4120.00,0.01,2140.00,1.08,80.00,0.04
125,Exit Short,MacdLE,2022-11-18 14:45,983.7,1,1680.00,0.85,4020.00,0.17,2500.00,1.26,1340.00,0.68
125,Entry Short,MacdSE,2022-11-14 13:45,992.1,1,1680.00,0.85,4020.00,0.17,2500.00,1.26,1340.00,0.68
124,Exit Short,MacdLE,2022-11-11 10:45,1000.9,1,-1740.00,-0.88,2340.00,-0.17,2240.00,1.13,2560.00,1.29
124,Entry Short,MacdSE,2022-11-09 13:45,992.2,1,-1740.00,-0.88,2340.00,-0.17,2240.00,1.13,2560.00,1.29
123,Exit Short,MacdLE,2022-11-08 13:45,993.9,1,-480.00,-0.24,4080.00,-0.05,1300.00,0.66,1040.00,0.52
123,Entry Short,MacdSE,2022-11-02 16:45,991.5,1,-480.00,-0.24,4080.00,-0.05,1300.00,0.66,1040.00,0.52
122,Exit Short,MacdLE,2022-11-01 14:45,985.3,1,-1320.00,-0.67,4560.00,-0.13,0,0.00,1520.00,0.78
122,Entry Short,MacdSE,2022-10-31 16:45,978.7,1,-1320.00,-0.67,4560.00,-0.13,0,0.00,1520.00,0.78
121,Exit Short,MacdLE,2022-10-31 10:45,982.9,1,-2020.00,-1.04,5880.00,-0.20,60.00,0.03,2240.00,1.15
121,Entry Short,MacdSE,2022-10-28 14:45,972.8,1,-2020.00,-1.04,5880.00,-0.20,60.00,0.03,2240.00,1.15
120,Exit Short,MacdLE,2022-10-27 15:45,974.7,1,-1620.00,-0.84,7900.00,-0.16,280.00,0.14,1620.00,0.84
120,Entry Short,MacdSE,2022-10-26 13:45,966.6,1,-1620.00,-0.84,7900.00,-0.16,280.00,0.14,1620.00,0.84
119,Exit Short,MacdLE,2022-10-25 10:45,964.6,1,-1340.00,-0.70,9520.00,-0.13,80.00,0.04,1640.00,0.86
119,Entry Short,MacdSE,2022-10-21 15:45,957.9,1,-1340.00,-0.70,9520.00,-0.13,80.00,0.04,1640.00,0.86
118,Exit Short,MacdLE,2022-10-12 11:45,935.4,1,480.00,0.26,10860.00,0.05,1360.00,0.73,100.00,0.05
118,Entry Short,MacdSE,2022-10-10 10:45,937.8,1,480.00,0.26,10860.00,0.05,1360.00,0.73,100.00,0.05
117,Exit Short,MacdLE,2022-10-10 09:45,938.8,1,820.00,0.43,10380.00,0.08,820.00,0.43,740.00,0.39
117,Entry Short,MacdSE,2022-10-07 13:45,942.9,1,820.00,0.43,10380.00,0.08,820.00,0.43,740.00,0.39
116,Exit Short,MacdLE,2022-10-04 13:45,944.6,1,2320.00,1.21,9560.00,0.23,3780.00,1.98,560.00,0.29
116,Entry Short,MacdSE,2022-09-29 16:45,956.2,1,2320.00,1.21,9560.00,0.23,3780.00,1.98,560.00,0.29
115,Exit Short,MacdLE,2022-09-29 11:45,969.8,1,1740.00,0.89,7240.00,0.17,3560.00,1.82,20.00,0.01
115,Entry Short,MacdSE,2022-09-23 16:45,978.5,1,1740.00,0.89,7240.00,0.17,3560.00,1.82,20.00,0.01
114,Exit Short,MacdLE,2022-09-22 14:45,982.2,1,-1200.00,-0.61,5500.00,-0.12,80.00,0.04,1280.00,0.66
114,Entry Short,MacdSE,2022-09-22 10:45,976.2,1,-1200.00,-0.61,5500.00,-0.12,80.00,0.04,1280.00,0.66
113,Exit Short,MacdLE,2022-09-19 16:45,979.4,1,4180.00,2.09,6700.00,0.42,4700.00,2.35,280.00,0.14
113,Entry Short,MacdSE,2022-09-13 16:45,1000.3,1,4180.00,2.09,6700.00,0.42,4700.00,2.35,280.00,0.14
112,Exit Short,MacdLE,2022-09-09 10:45,986.5,1,120.00,0.06,2520.00,0.01,280.00,0.14,320.00,0.16
112,Entry Short,MacdSE,2022-09-09 09:45,987.1,1,120.00,0.06,2520.00,0.01,280.00,0.14,320.00,0.16
111,Exit Short,MacdLE,2022-09-07 15:45,983.6,1,-660.00,-0.34,2400.00,-0.07,40.00,0.02,840.00,0.43
111,Entry Short,MacdSE,2022-09-07 14:45,980.3,1,-660.00,-0.34,2400.00,-0.07,40.00,0.02,840.00,0.43
110,Exit Short,MacdLE,2022-09-05 16:45,977.9,1,800.00,0.41,3060.00,0.08,1820.00,0.93,120.00,0.06
110,Entry Short,MacdSE,2022-09-01 11:45,981.9,1,800.00,0.41,3060.00,0.08,1820.00,0.93,120.00,0.06
109,Exit Short,MacdLE,2022-08-30 13:45,987.0,1,40.00,0.02,2260.00,0.00,2400.00,1.22,940.00,0.48
109,Entry Short,MacdSE,2022-08-26 13:45,987.2,1,40.00,0.02,2260.00,0.00,2400.00,1.22,940.00,0.48
108,Exit Short,MacdLE,2022-08-23 15:45,984.9,1,180.00,0.09,2220.00,0.02,3400.00,1.72,700.00,0.36
108,Entry Short,MacdSE,2022-08-16 09:45,985.8,1,180.00,0.09,2220.00,0.02,3400.00,1.72,700.00,0.36
107,Exit Short,MacdLE,2022-08-15 10:45,984.4,1,-1340.00,-0.69,2040.00,-0.13,660.00,0.34,1420.00,0.73
107,Entry Short,MacdSE,2022-08-11 14:45,977.7,1,-1340.00,-0.69,2040.00,-0.13,660.00,0.34,1420.00,0.73
106,Exit Short,MacdLE,2022-08-11 11:45,981.1,1,-1720.00,-0.88,3380.00,-0.17,340.00,0.17,2000.00,1.03
106,Entry Short,MacdSE,2022-08-10 13:45,972.5,1,-1720.00,-0.88,3380.00,-0.17,340.00,0.17,2000.00,1.03
105,Exit Short,MacdLE,2022-08-08 15:45,967.3,1,-1480.00,-0.77,5100.00,-0.15,520.00,0.27,1520.00,0.79
105,Entry Short,MacdSE,2022-08-04 15:45,959.9,1,-1480.00,-0.77,5100.00,-0.15,520.00,0.27,1520.00,0.79
104,Exit Short,MacdLE,2022-08-04 14:45,963.1,1,-1100.00,-0.57,6580.00,-0.11,380.00,0.20,1540.00,0.80
104,Entry Short,MacdSE,2022-08-02 14:45,957.6,1,-1100.00,-0.57,6580.00,-0.11,380.00,0.20,1540.00,0.80
103,Exit Short,MacdLE,2022-07-27 16:45,952.2,1,-1260.00,-0.67,7680.00,-0.12,780.00,0.41,1580.00,0.84
103,Entry Short,MacdSE,2022-07-26 13:45,945.9,1,-1260.00,-0.67,7680.00,-0.12,780.00,0.41,1580.00,0.84
102,Exit Short,MacdLE,2022-07-20 10:45,935.7,1,-1180.00,-0.63,8940.00,-0.12,120.00,0.06,2440.00,1.31
102,Entry Short,MacdSE,2022-07-19 13:45,929.8,1,-1180.00,-0.63,8940.00,-0.12,120.00,0.06,2440.00,1.31
101,Exit Short,MacdLE,2022-07-18 10:45,938.6,1,1280.00,0.68,10120.00,0.13,4180.00,2.21,1500.00,0.79
101,Entry Short,MacdSE,2022-07-11 14:45,945.0,1,1280.00,0.68,10120.00,0.13,4180.00,2.21,1500.00,0.79
100,Exit Short,MacdLE,2022-07-06 16:45,936.9,1,-580.00,-0.31,8840.00,-0.06,840.00,0.45,700.00,0.37
100,Entry Short,MacdSE,2022-07-05 15:45,934.0,1,-580.00,-0.31,8840.00,-0.06,840.00,0.45,700.00,0.37
99,Exit Short,MacdLE,2022-07-04 13:45,945.2,1,-1240.00,-0.66,9420.00,-0.12,180.00,0.10,1240.00,0.66
99,Entry Short,MacdSE,2022-07-04 10:45,939.0,1,-1240.00,-0.66,9420.00,-0.12,180.00,0.10,1240.00,0.66
98,Exit Short,MacdLE,2022-07-04 09:45,943.0,1,2480.00,1.30,10660.00,0.25,3560.00,1.86,80.00,0.04
98,Entry Short,MacdSE,2022-06-29 10:45,955.4,1,2480.00,1.30,10660.00,0.25,3560.00,1.86,80.00,0.04
97,Exit Short,MacdLE,2022-06-23 10:45,943.0,1,-980.00,-0.52,8180.00,-0.10,340.00,0.18,1500.00,0.80
97,Entry Short,MacdSE,2022-06-22 14:45,938.1,1,-980.00,-0.52,8180.00,-0.10,340.00,0.18,1500.00,0.80
96,Exit Short,MacdLE,2022-06-20 11:45,942.8,1,1820.00,0.96,9160.00,0.18,3040.00,1.60,60.00,0.03
96,Entry Short,MacdSE,2022-06-16 14:45,951.9,1,1820.00,0.96,9160.00,0.18,3040.00,1.60,60.00,0.03
95,Exit Short,MacdLE,2022-06-15 14:45,964.8,1,-480.00,-0.25,7340.00,-0.05,0,0.00,580.00,0.30
95,Entry Short,MacdSE,2022-06-15 13:45,962.4,1,-480.00,-0.25,7340.00,-0.05,0,0.00,580.00,0.30
94,Exit Short,MacdLE,2022-06-15 10:45,966.6,1,3780.00,1.92,7820.00,0.38,4480.00,2.27,260.00,0.13
94,Entry Short,MacdSE,2022-06-10 14:45,985.5,1,3780.00,1.92,7820.00,0.38,4480.00,2.27,260.00,0.13
93,Exit Short,MacdLE,2022-06-09 10:45,987.7,1,1900.00,0.95,4040.00,0.19,3020.00,1.51,540.00,0.27
93,Entry Short,MacdSE,2022-06-02 09:45,997.2,1,1900.00,0.95,4040.00,0.19,3020.00,1.51,540.00,0.27
92,Exit Short,MacdLE,2022-05-31 15:45,997.7,1,-880.00,-0.44,2140.00,-0.09,100.00,0.05,1060.00,0.53
92,Entry Short,MacdSE,2022-05-31 14:45,993.3,1,-880.00,-0.44,2140.00,-0.09,100.00,0.05,1060.00,0.53
91,Exit Short,MacdLE,2022-05-27 10:45,989.7,1,-2060.00,-1.05,3020.00,-0.20,1240.00,0.63,2260.00,1.15
91,Entry Short,MacdSE,2022-05-24 13:45,979.4,1,-2060.00,-1.05,3020.00,-0.20,1240.00,0.63,2260.00,1.15
90,Exit Short,MacdLE,2022-05-20 11:45,973.4,1,-1920.00,-1.00,5080.00,-0.19,800.00,0.42,2420.00,1.26
90,Entry Short,MacdSE,2022-05-19 11:45,963.8,1,-1920.00,-1.00,5080.00,-0.19,800.00,0.42,2420.00,1.26
89,Exit Short,MacdLE,2022-05-13 10:45,952.2,1,-1140.00,-0.60,7000.00,-0.11,1080.00,0.57,1360.00,0.72
89,Entry Short,MacdSE,2022-05-12 11:45,946.5,1,-1140.00,-0.60,7000.00,-0.11,1080.00,0.57,1360.00,0.72
88,Exit Short,MacdLE,2022-05-10 14:45,954.8,1,3440.00,1.77,8140.00,0.34,5380.00,2.77,80.00,0.04
88,Entry Short,MacdSE,2022-05-05 16:45,972.0,1,3440.00,1.77,8140.00,0.34,5380.00,2.77,80.00,0.04
87,Exit Short,MacdLE,2022-05-05 10:45,983.6,1,-1600.00,-0.82,4700.00,-0.16,320.00,0.16,1940.00,0.99
87,Entry Short,MacdSE,2022-05-03 13:45,975.6,1,-1600.00,-0.82,4700.00,-0.16,320.00,0.16,1940.00,0.99
86,Exit Short,MacdLE,2022-04-28 09:45,977.5,1,-520.00,-0.27,6300.00,-0.05,680.00,0.35,520.00,0.27
86,Entry Short,MacdSE,2022-04-27 11:45,974.9,1,-520.00,-0.27,6300.00,-0.05,680.00,0.35,520.00,0.27
85,Exit Short,MacdLE,2022-04-26 15:45,981.0,1,1140.00,0.58,6820.00,0.11,2320.00,1.18,800.00,0.41
85,Entry Short,MacdSE,2022-04-22 11:45,986.7,1,1140.00,0.58,6820.00,0.11,2320.00,1.18,800.00,0.41
84,Exit Short,MacdLE,2022-04-19 10:45,995.5,1,-1120.00,-0.57,5680.00,-0.11,120.00,0.06,1120.00,0.57
84,Entry Short,MacdSE,2022-04-19 09:45,989.9,1,-1120.00,-0.57,5680.00,-0.11,120.00,0.06,1120.00,0.57
83,Exit Short,MacdLE,2022-04-12 11:45,994.7,1,-200.00,-0.10,6800.00,-0.02,140.00,0.07,300.00,0.15
83,Entry Short,MacdSE,2022-04-12 10:45,993.7,1,-200.00,-0.10,6800.00,-0.02,140.00,0.07,300.00,0.15
82,Exit Short,MacdLE,2022-04-12 09:45,992.0,1,520.00,0.26,7000.00,0.05,520.00,0.26,1020.00,0.51
82,Entry Short,MacdSE,2022-04-11 10:45,994.6,1,520.00,0.26,7000.00,0.05,520.00,0.26,1020.00,0.51
81,Exit Short,MacdLE,2022-04-11 09:45,996.0,1,4100.00,2.02,6480.00,0.41,4100.00,2.02,180.00,0.09
81,Entry Short,MacdSE,2022-04-05 15:45,1016.5,1,4100.00,2.02,6480.00,0.41,4100.00,2.02,180.00,0.09
80,Exit Short,MacdLE,2022-04-05 13:45,1018.4,1,-80.00,-0.04,2380.00,-0.01,80.00,0.04,220.00,0.11
80,Entry Short,MacdSE,2022-04-05 11:45,1018.0,1,-80.00,-0.04,2380.00,-0.01,80.00,0.04,220.00,0.11
79,Exit Short,MacdLE,2022-04-05 10:45,1018.8,1,-500.00,-0.25,2460.00,-0.05,240.00,0.12,840.00,0.41
79,Entry Short,MacdSE,2022-04-04 13:45,1016.3,1,-500.00,-0.25,2460.00,-0.05,240.00,0.12,840.00,0.41
78,Exit Short,MacdLE,2022-04-04 10:45,1019.1,1,-180.00,-0.09,2960.00,-0.02,1540.00,0.76,540.00,0.27
78,Entry Short,MacdSE,2022-03-31 13:45,1018.2,1,-180.00,-0.09,2960.00,-0.02,1540.00,0.76,540.00,0.27
77,Exit Short,MacdLE,2022-03-28 10:45,1012.4,1,-780.00,-0.39,3140.00,-0.08,420.00,0.21,1140.00,0.57
77,Entry Short,MacdSE,2022-03-25 14:45,1008.5,1,-780.00,-0.39,3140.00,-0.08,420.00,0.21,1140.00,0.57
76,Exit Short,MacdLE,2022-03-24 14:45,1011.9,1,1140.00,0.56,3920.00,0.11,3000.00,1.47,360.00,0.18
76,Entry Short,MacdSE,2022-03-18 15:45,1017.6,1,1140.00,0.56,3920.00,0.11,3000.00,1.47,360.00,0.18
75,Exit Short,MacdLE,2022-03-16 14:45,1008.0,1,-2780.00,-1.40,2780.00,-0.28,580.00,0.29,3020.00,1.52
75,Entry Short,MacdSE,2022-03-15 13:45,994.1,1,-2780.00,-1.40,2780.00,-0.28,580.00,0.29,3020.00,1.52
74,Exit Short,MacdLE,2022-03-09 10:45,977.4,1,7300.00,3.60,5560.00,0.73,11680.00,5.76,540.00,0.27
74,Entry Short,MacdSE,2022-03-04 10:45,1013.9,1,7300.00,3.60,5560.00,0.73,11680.00,5.76,540.00,0.27
73,Exit Short,MacdLE,2022-02-25 11:45,1008.7,1,-1240.00,-0.62,-1740.00,-0.12,1300.00,0.65,1660.00,0.83
73,Entry Short,MacdSE,2022-02-24 11:45,1002.5,1,-1240.00,-0.62,-1740.00,-0.12,1300.00,0.65,1660.00,0.83
72,Exit Short,MacdLE,2022-02-23 14:45,1010.4,1,3940.00,1.91,-500.00,0.40,5880.00,2.85,640.00,0.31
72,Entry Short,MacdSE,2022-02-18 14:45,1030.1,1,3940.00,1.91,-500.00,0.40,5880.00,2.85,640.00,0.31
71,Exit Short,MacdLE,2022-02-15 16:45,1025.0,1,-1340.00,-0.66,-4440.00,-0.13,1240.00,0.61,1680.00,0.82
71,Entry Short,MacdSE,2022-02-11 09:45,1018.3,1,-1340.00,-0.66,-4440.00,-0.13,1240.00,0.61,1680.00,0.82
70,Exit Short,MacdLE,2022-02-08 10:45,998.5,1,-1280.00,-0.65,-3100.00,-0.13,100.00,0.05,1500.00,0.76
70,Entry Short,MacdSE,2022-02-07 10:45,992.1,1,-1280.00,-0.65,-3100.00,-0.13,100.00,0.05,1500.00,0.76
69,Exit Short,MacdLE,2022-02-04 10:45,995.6,1,-700.00,-0.35,-1820.00,-0.07,1620.00,0.82,1080.00,0.54
69,Entry Short,MacdSE,2022-02-02 09:45,992.1,1,-700.00,-0.35,-1820.00,-0.07,1620.00,0.82,1080.00,0.54
68,Exit Short,MacdLE,2022-01-28 10:45,983.4,1,-2320.00,-1.19,-1120.00,-0.23,20.00,0.01,2340.00,1.20
68,Entry Short,MacdSE,2022-01-27 11:45,971.8,1,-2320.00,-1.19,-1120.00,-0.23,20.00,0.01,2340.00,1.20
67,Exit Short,MacdLE,2022-01-25 16:45,977.6,1,-200.00,-0.10,1200.00,-0.02,1620.00,0.83,280.00,0.14
67,Entry Short,MacdSE,2022-01-24 16:45,976.6,1,-200.00,-0.10,1200.00,-0.02,1620.00,0.83,280.00,0.14
66,Exit Short,MacdLE,2022-01-24 15:45,978.3,1,-420.00,-0.22,1400.00,-0.04,20.00,0.01,860.00,0.44
66,Entry Short,MacdSE,2022-01-24 14:45,976.2,1,-420.00,-0.22,1400.00,-0.04,20.00,0.01,860.00,0.44
65,Exit Short,MacdLE,2022-01-24 09:45,977.5,1,-380.00,-0.19,1820.00,-0.04,580.00,0.30,980.00,0.50
65,Entry Short,MacdSE,2022-01-21 10:45,975.6,1,-380.00,-0.19,1820.00,-0.04,580.00,0.30,980.00,0.50
