Trade #,Type,Signal,Date/Time,Price THB,Contracts,Profit THB,Profit %,Cum. Profit THB,Cum. Profit %,Run-up THB,Run-up %,Drawdown THB,Drawdown %
681,Entry Short,MomSE,2023-06-01 11:00,916.0,1,-1006.20,-0.55,-117202.20,-0.11,436.90,0.24,963.10,0.53
680,Exit Long,MomSE,2023-06-01 11:00,916.0,1,-606.20,-0.33,-116196.00,-0.07,1016.90,0.55,563.10,0.31
680,Entry Long,MomLE,2023-05-31 15:15,918.6,1,-606.20,-0.33,-116196.00,-0.07,1016.90,0.55,563.10,0.31
679,Exit Short,MomLE,2023-05-31 15:15,918.6,1,-526.20,-0.29,-115589.80,-0.06,0,0,483.10,0.26
679,Entry Short,MomSE,2023-05-31 15:00,916.4,1,-526.20,-0.29,-115589.80,-0.06,0,0,483.10,0.26
678,Exit Long,MomSE,2023-05-31 15:00,916.4,1,-326.20,-0.18,-115063.60,-0.04,136.90,0.07,283.10,0.15
678,Entry Long,MomLE,2023-05-31 14:45,917.6,1,-326.20,-0.18,-115063.60,-0.04,136.90,0.07,283.10,0.15
677,Exit Short,MomLE,2023-05-31 14:45,917.6,1,1833.80,0.99,-114737.40,0.21,2996.90,1.62,263.10,0.14
677,Entry Short,MomSE,2023-05-30 10:45,927.2,1,1833.80,0.99,-114737.40,0.21,2996.90,1.62,263.10,0.14
676,Exit Long,MomSE,2023-05-30 10:45,927.2,1,793.80,0.43,-116571.20,0.09,2156.90,1.17,283.10,0.15
676,Entry Long,MomLE,2023-05-26 16:15,922.8,1,793.80,0.43,-116571.20,0.09,2156.90,1.17,283.10,0.15
675,Exit Short,MomLE,2023-05-26 16:15,922.8,1,-286.20,-0.16,-117365.00,-0.03,0,0,243.10,0.13
675,Entry Short,MomSE,2023-05-26 16:00,921.8,1,-286.20,-0.16,-117365.00,-0.03,0,0,243.10,0.13
674,Exit Long,MomSE,2023-05-26 16:00,921.8,1,-446.20,-0.24,-117078.80,-0.05,0,0,463.10,0.25
674,Entry Long,MomLE,2023-05-26 15:15,923.6,1,-446.20,-0.24,-117078.80,-0.05,0,0,463.10,0.25
673,Exit Short,MomLE,2023-05-26 15:15,923.6,1,-66.20,-0.04,-116632.60,-0.01,856.90,0.46,303.10,0.16
673,Entry Short,MomSE,2023-05-26 10:00,923.7,1,-66.20,-0.04,-116632.60,-0.01,856.90,0.46,303.10,0.16
672,Exit Long,MomSE,2023-05-26 10:00,923.7,1,-666.20,-0.36,-116566.40,-0.08,556.90,0.3,623.10,0.34
672,Entry Long,MomLE,2023-05-25 15:30,926.6,1,-666.20,-0.36,-116566.40,-0.08,556.90,0.3,623.10,0.34
671,Exit Short,MomLE,2023-05-25 15:30,926.6,1,193.80,0.1,-115900.20,0.02,1436.90,0.77,263.10,0.14
671,Entry Short,MomSE,2023-05-24 16:00,928.0,1,193.80,0.1,-115900.20,0.02,1436.90,0.77,263.10,0.14
670,Exit Long,MomSE,2023-05-24 16:00,928.0,1,633.80,0.34,-116094.00,0.07,1536.90,0.83,723.10,0.39
670,Entry Long,MomLE,2023-05-23 15:30,924.4,1,633.80,0.34,-116094.00,0.07,1536.90,0.83,723.10,0.39
669,Exit Short,MomLE,2023-05-23 15:30,924.4,1,-826.20,-0.45,-116727.80,-0.09,696.90,0.38,1003.10,0.54
669,Entry Short,MomSE,2023-05-23 11:45,920.7,1,-826.20,-0.45,-116727.80,-0.09,696.90,0.38,1003.10,0.54
668,Exit Long,MomSE,2023-05-23 11:45,920.7,1,153.80,0.08,-115901.60,0.02,2136.90,1.16,563.10,0.31
668,Entry Long,MomLE,2023-05-22 14:45,919.5,1,153.80,0.08,-115901.60,0.02,2136.90,1.16,563.10,0.31
667,Exit Short,MomLE,2023-05-22 14:45,919.5,1,-666.20,-0.36,-116055.40,-0.08,216.90,0.12,623.10,0.34
667,Entry Short,MomSE,2023-05-22 14:30,916.6,1,-666.20,-0.36,-116055.40,-0.08,216.90,0.12,623.10,0.34
666,Exit Long,MomSE,2023-05-22 14:30,916.6,1,-746.20,-0.41,-115389.20,-0.08,136.90,0.07,703.10,0.38
666,Entry Long,MomLE,2023-05-22 12:15,919.9,1,-746.20,-0.41,-115389.20,-0.08,136.90,0.07,703.10,0.38
665,Exit Short,MomLE,2023-05-22 12:15,919.9,1,1513.80,0.82,-114643.00,0.17,5056.90,2.72,563.10,0.3
665,Entry Short,MomSE,2023-05-18 15:00,927.9,1,1513.80,0.82,-114643.00,0.17,5056.90,2.72,563.10,0.3
664,Exit Long,MomSE,2023-05-18 15:00,927.9,1,-106.20,-0.06,-116156.80,-0.01,1176.90,0.63,143.10,0.08
664,Entry Long,MomLE,2023-05-18 10:00,928.0,1,-106.20,-0.06,-116156.80,-0.01,1176.90,0.63,143.10,0.08
663,Exit Short,MomLE,2023-05-18 10:00,928.0,1,713.80,0.38,-116050.60,0.08,3156.90,1.69,0,0
